customerkey,cohort_year,total_orders,net_revenue,first_purchase_date,last_purchase_date,days_since_last_purchase,churn_status,avg_order_value
619256,2022,2,164.66,2022-06-02,2023-01-30,446,Churned,82.33
862489,2021,1,164.64,2021-01-28,2021-01-28,1178,Churned,164.64
862968,2022,1,164.64,2022-08-25,2022-08-25,604,Churned,164.64
396605,2019,1,164.57,2019-11-20,2019-11-20,1613,Churned,164.57
325350,2022,1,164.52,2022-07-19,2022-07-19,641,Churned,164.52
262966,2018,1,164.41,2018-10-04,2018-10-04,2025,Churned,164.41
2027086,2020,1,164.39,2020-02-25,2020-02-25,1516,Churned,164.39
770401,2016,1,164.30,2016-07-23,2016-07-23,2828,Churned,164.30
151143,2023,1,164.25,2023-06-15,2023-06-15,310,Churned,164.25
1941798,2018,2,164.24,2018-10-04,2019-02-23,1883,Churned,82.12
346705,2023,1,164.16,2023-04-14,2023-04-14,372,Churned,164.16
674801,2019,1,164.13,2019-06-05,2019-06-05,1781,Churned,164.13
1484053,2022,1,164.03,2022-06-06,2022-06-06,684,Churned,164.03
1854426,2018,1,163.98,2018-07-23,2018-07-23,2098,Churned,163.98
1250880,2017,1,163.96,2017-11-09,2017-11-09,2354,Churned,163.96
1493226,2018,1,163.95,2018-02-27,2018-02-27,2244,Churned,163.95
1400846,2018,1,163.94,2018-10-30,2018-10-30,1999,Churned,163.94
294813,2022,1,163.77,2022-09-11,2022-09-11,587,Churned,163.77
1156235,2022,1,163.74,2022-07-13,2022-07-13,647,Churned,163.74
584534,2019,1,163.72,2019-04-30,2019-04-30,1817,Churned,163.72
179288,2018,1,163.67,2018-07-18,2018-07-18,2103,Churned,163.67
260314,2022,1,163.54,2022-06-02,2022-06-02,688,Churned,163.54
1039188,2018,1,163.49,2018-10-05,2018-10-05,2024,Churned,163.49
272181,2019,1,163.48,2019-02-21,2019-02-21,1885,Churned,163.48
674069,2015,1,163.16,2015-01-17,2015-01-17,3381,Churned,163.16
716845,2019,1,163.15,2019-02-25,2019-02-25,1881,Churned,163.15
922591,2017,1,163.10,2017-06-19,2017-06-19,2497,Churned,163.10
863468,2022,1,162.89,2022-11-07,2022-11-07,530,Churned,162.89
1582121,2021,1,162.85,2021-08-11,2021-08-11,983,Churned,162.85
889670,2018,1,162.66,2018-10-26,2018-10-26,2003,Churned,162.66
1390373,2021,1,162.51,2021-02-16,2021-02-16,1159,Churned,162.51
891912,2022,1,162.47,2022-12-18,2022-12-18,489,Churned,162.47
1274239,2019,1,162.35,2019-05-10,2019-05-10,1807,Churned,162.35
960941,2023,1,162.35,2023-01-04,2023-01-04,472,Churned,162.35
1551140,2021,1,162.34,2021-04-30,2021-04-30,1086,Churned,162.34
1170394,2019,1,162.33,2019-04-20,2019-04-20,1827,Churned,162.33
1750156,2021,2,162.21,2021-09-18,2024-02-08,72,Active,81.11
226356,2022,1,162.20,2022-01-13,2022-01-13,828,Churned,162.20
866505,2021,1,162.19,2021-06-11,2021-06-11,1044,Churned,162.19
1220737,2019,1,161.99,2019-06-14,2019-06-14,1772,Churned,161.99
1413186,2019,1,161.99,2019-10-07,2019-10-07,1657,Churned,161.99
1692460,2021,1,161.99,2021-12-03,2021-12-03,869,Churned,161.99
402030,2021,1,161.94,2021-12-06,2021-12-06,866,Churned,161.94
213868,2023,1,161.94,2023-05-19,2023-05-19,337,Churned,161.94
1666800,2019,1,161.54,2019-06-12,2019-06-12,1774,Churned,161.54
1150758,2019,1,161.54,2019-04-19,2019-04-19,1828,Churned,161.54
1570577,2020,1,161.49,2020-12-15,2020-12-15,1222,Churned,161.49
256740,2018,1,161.29,2018-08-31,2018-08-31,2059,Churned,161.29
925256,2019,1,161.27,2019-05-13,2019-05-13,1804,Churned,161.27
400851,2019,1,161.25,2019-05-14,2019-05-14,1803,Churned,161.25
1169708,2017,1,161.23,2017-11-03,2017-11-03,2360,Churned,161.23
271270,2018,1,161.05,2018-10-25,2018-10-25,2004,Churned,161.05
680489,2019,1,161.05,2019-01-31,2019-01-31,1906,Churned,161.05
649825,2023,1,161.05,2023-06-14,2023-06-14,311,Churned,161.05
999124,2018,1,161.04,2018-03-24,2018-03-24,2219,Churned,161.04
829202,2022,1,160.82,2022-02-24,2022-02-24,786,Churned,160.82
490928,2016,1,160.61,2016-12-13,2016-12-13,2685,Churned,160.61
1798201,2020,1,160.55,2020-02-26,2020-02-26,1515,Churned,160.55
203205,2019,1,160.47,2019-07-15,2019-07-15,1741,Churned,160.47
269513,2022,1,160.44,2022-08-04,2022-08-04,625,Churned,160.44
333336,2018,1,160.36,2018-07-10,2018-07-10,2111,Churned,160.36
1516701,2022,2,160.26,2022-08-29,2023-05-13,343,Churned,80.13
1542477,2022,1,160.23,2022-09-29,2022-09-29,569,Churned,160.23
1475332,2019,1,160.20,2019-12-23,2019-12-23,1580,Churned,160.20
246451,2016,2,160.19,2016-11-14,2022-06-06,684,Churned,80.10
1348593,2019,1,160.18,2019-09-09,2019-09-09,1685,Churned,160.18
1773972,2017,1,160.17,2017-09-26,2017-09-26,2398,Churned,160.17
1745240,2021,2,160.09,2021-11-20,2023-12-20,122,At Risk,80.05
1400736,2023,1,160.07,2023-02-22,2023-02-22,423,Churned,160.07
759593,2015,1,160.00,2015-10-20,2015-10-20,3105,Churned,160.00
1251925,2023,1,160.00,2023-01-14,2023-01-14,462,Churned,160.00
744864,2015,1,159.97,2015-09-17,2015-09-17,3138,Churned,159.97
1408568,2019,1,159.93,2019-05-28,2019-05-28,1789,Churned,159.93
28388,2022,1,159.85,2022-03-16,2022-03-16,766,Churned,159.85
370471,2018,1,159.84,2018-04-27,2018-04-27,2185,Churned,159.84
1462273,2023,1,159.75,2023-01-25,2023-01-25,451,Churned,159.75
1268326,2018,1,159.65,2018-08-18,2018-08-18,2072,Churned,159.65
625206,2016,1,159.64,2016-12-14,2016-12-14,2684,Churned,159.64
26158,2022,1,159.60,2022-07-01,2022-07-01,659,Churned,159.60
758745,2019,1,159.56,2019-08-08,2019-08-08,1717,Churned,159.56
152527,2022,1,159.53,2022-08-08,2022-08-08,621,Churned,159.53
589782,2023,1,159.53,2023-09-21,2023-09-21,212,Churned,159.53
1763074,2018,1,159.46,2018-09-07,2018-09-07,2052,Churned,159.46
1942671,2022,1,159.39,2022-01-21,2022-01-21,820,Churned,159.39
1227963,2022,1,159.30,2022-07-23,2022-07-23,637,Churned,159.30
518540,2022,1,159.17,2022-05-20,2022-05-20,701,Churned,159.17
806906,2018,1,159.16,2018-07-05,2018-07-05,2116,Churned,159.16
1178735,2022,1,159.15,2022-07-21,2022-07-21,639,Churned,159.15
1571288,2023,1,158.99,2023-05-08,2023-05-08,348,Churned,158.99
1637438,2021,1,158.98,2021-09-03,2021-09-03,960,Churned,158.98
918572,2017,1,158.96,2017-05-08,2017-05-08,2539,Churned,158.96
340633,2022,1,158.93,2022-08-02,2022-08-02,627,Churned,158.93
793396,2017,1,158.91,2017-09-07,2017-09-07,2417,Churned,158.91
180794,2021,1,158.77,2021-08-14,2021-08-14,980,Churned,158.77
87178,2023,1,158.73,2023-07-29,2023-07-29,266,Churned,158.73
2026591,2019,2,158.58,2019-05-08,2022-02-16,794,Churned,79.29
779991,2015,1,158.57,2015-03-13,2015-03-13,3326,Churned,158.57
1698943,2018,2,158.50,2018-09-30,2021-12-20,852,Churned,79.25
1794180,2017,1,158.40,2017-02-25,2017-02-25,2611,Churned,158.40
1664702,2022,1,158.39,2022-06-04,2022-06-04,686,Churned,158.39
1326865,2017,1,158.34,2017-12-26,2017-12-26,2307,Churned,158.34
983174,2016,1,158.30,2016-10-20,2016-10-20,2739,Churned,158.30
1259338,2015,1,158.24,2015-10-29,2015-10-29,3096,Churned,158.24
1578257,2021,1,158.14,2021-06-29,2021-06-29,1026,Churned,158.14
740182,2019,1,158.05,2019-05-18,2019-05-18,1799,Churned,158.05
1266015,2023,1,158.01,2023-06-03,2023-06-03,322,Churned,158.01
1900476,2021,1,157.76,2021-10-01,2021-10-01,932,Churned,157.76
1259225,2023,1,157.50,2023-01-28,2023-01-28,448,Churned,157.50
414426,2021,1,157.36,2021-09-07,2021-09-07,956,Churned,157.36
556023,2022,1,157.29,2022-03-18,2022-03-18,764,Churned,157.29
1915020,2017,1,157.25,2017-09-05,2017-09-05,2419,Churned,157.25
264246,2020,1,157.21,2020-05-20,2020-05-20,1431,Churned,157.21
1715062,2022,1,157.12,2022-02-22,2022-02-22,788,Churned,157.12
320321,2023,1,157.11,2023-02-18,2023-02-18,427,Churned,157.11
1640579,2017,1,157.06,2017-09-03,2017-09-03,2421,Churned,157.06
492363,2022,1,157.06,2022-12-10,2022-12-10,497,Churned,157.06
2065682,2018,2,156.75,2018-02-12,2018-12-08,1960,Churned,78.38
2063690,2022,1,156.74,2022-03-03,2022-03-03,779,Churned,156.74
1564805,2022,1,156.59,2022-12-28,2022-12-28,479,Churned,156.59
1882739,2023,1,156.59,2023-05-23,2023-05-23,333,Churned,156.59
2060537,2019,1,156.57,2019-12-31,2019-12-31,1572,Churned,156.57
206125,2023,1,156.50,2023-09-29,2023-09-29,204,Churned,156.50
164511,2022,1,156.45,2022-09-21,2022-09-21,577,Churned,156.45
912357,2018,1,156.43,2018-12-13,2018-12-13,1955,Churned,156.43
1326889,2023,1,156.37,2023-01-14,2023-01-14,462,Churned,156.37
276960,2018,1,156.30,2018-07-11,2018-07-11,2110,Churned,156.30
1724844,2017,1,156.28,2017-09-19,2017-09-19,2405,Churned,156.28
1214608,2023,1,156.28,2023-03-01,2023-03-01,416,Churned,156.28
947655,2020,1,156.23,2020-01-15,2020-01-15,1557,Churned,156.23
1080957,2022,1,156.11,2022-09-21,2022-09-21,577,Churned,156.11
1809385,2021,1,155.97,2021-09-06,2021-09-06,957,Churned,155.97
154077,2019,1,155.94,2019-06-20,2019-06-20,1766,Churned,155.94
1198202,2015,1,155.76,2015-03-07,2015-03-07,3332,Churned,155.76
1012480,2022,1,155.70,2022-07-13,2022-07-13,647,Churned,155.70
662874,2022,1,155.38,2022-06-18,2022-06-18,672,Churned,155.38
30023,2022,1,155.36,2022-03-19,2022-03-19,763,Churned,155.36
28136,2023,1,155.20,2023-06-22,2023-06-22,303,Churned,155.20
47375,2019,1,155.12,2019-02-23,2019-02-23,1883,Churned,155.12
176065,2016,1,154.85,2016-10-01,2016-10-01,2758,Churned,154.85
1918261,2019,1,154.80,2019-09-28,2019-09-28,1666,Churned,154.80
1313552,2020,1,154.80,2020-02-28,2020-02-28,1513,Churned,154.80
509977,2022,1,154.80,2022-03-22,2022-03-22,760,Churned,154.80
1285972,2023,1,154.80,2023-01-18,2023-01-18,458,Churned,154.80
366020,2022,1,154.75,2022-07-21,2022-07-21,639,Churned,154.75
625933,2019,1,154.70,2019-06-01,2019-06-01,1785,Churned,154.70
1971448,2022,1,154.66,2022-03-09,2022-03-09,773,Churned,154.66
1046520,2023,1,154.36,2023-03-13,2023-03-13,404,Churned,154.36
1163125,2015,1,154.31,2015-02-04,2015-02-04,3363,Churned,154.31
53727,2022,1,154.26,2022-03-11,2022-03-11,771,Churned,154.26
1396508,2019,1,154.10,2019-12-04,2019-12-04,1599,Churned,154.10
1487511,2019,1,154.08,2019-03-04,2019-03-04,1874,Churned,154.08
2029231,2022,2,154.08,2022-08-14,2022-08-26,603,Churned,77.04
683373,2018,1,154.02,2018-10-17,2018-10-17,2012,Churned,154.02
290930,2018,1,154.00,2018-07-06,2018-07-06,2115,Churned,154.00
1829768,2021,1,153.98,2021-08-26,2021-08-26,968,Churned,153.98
185343,2022,1,153.86,2022-07-21,2022-07-21,639,Churned,153.86
1093474,2016,1,153.79,2016-06-18,2016-06-18,2863,Churned,153.79
355295,2023,1,153.79,2023-02-20,2023-02-20,425,Churned,153.79
1771077,2022,1,153.69,2022-06-23,2022-06-23,667,Churned,153.69
1301839,2016,1,153.65,2016-05-22,2016-05-22,2890,Churned,153.65
2003680,2021,1,153.43,2021-12-28,2021-12-28,844,Churned,153.43
125386,2021,1,153.42,2021-03-05,2021-03-05,1142,Churned,153.42
400294,2018,1,153.31,2018-10-19,2018-10-19,2010,Churned,153.31
1908613,2018,2,153.27,2018-06-13,2018-06-20,2131,Churned,76.64
595909,2022,1,153.25,2022-08-14,2022-08-14,615,Churned,153.25
580326,2015,1,153.10,2015-10-03,2015-10-03,3122,Churned,153.10
1439074,2022,1,153.10,2022-05-16,2022-05-16,705,Churned,153.10
1326511,2019,1,153.00,2019-10-10,2019-10-10,1654,Churned,153.00
1384327,2016,1,152.99,2016-10-25,2016-10-25,2734,Churned,152.99
645088,2023,1,152.99,2023-02-17,2023-02-17,428,Churned,152.99
1301908,2022,1,152.89,2022-02-22,2022-02-22,788,Churned,152.89
1810529,2022,1,152.88,2022-08-08,2022-08-08,621,Churned,152.88
1816626,2016,1,152.80,2016-06-17,2016-06-17,2864,Churned,152.80
529272,2018,1,152.69,2018-03-02,2018-03-02,2241,Churned,152.69
31213,2022,1,152.59,2022-05-11,2022-05-11,710,Churned,152.59
1954000,2019,1,152.54,2019-09-23,2019-09-23,1671,Churned,152.54
1079740,2016,1,152.48,2016-05-31,2016-05-31,2881,Churned,152.48
730481,2017,2,152.41,2017-07-14,2022-09-23,575,Churned,76.21
1761338,2019,1,152.36,2019-07-06,2019-07-06,1750,Churned,152.36
463611,2021,1,152.34,2021-09-09,2021-09-09,954,Churned,152.34
875516,2018,1,152.31,2018-04-11,2018-04-11,2201,Churned,152.31
912358,2019,1,152.25,2019-09-30,2019-09-30,1664,Churned,152.25
1732234,2022,1,152.19,2022-11-03,2022-11-03,534,Churned,152.19
75397,2023,1,152.14,2023-05-25,2023-05-25,331,Churned,152.14
127818,2022,1,152.11,2022-09-08,2022-09-08,590,Churned,152.11
243600,2023,1,152.09,2023-05-04,2023-05-04,352,Churned,152.09
1164624,2017,1,152.02,2017-03-31,2017-03-31,2577,Churned,152.02
81586,2022,1,151.77,2022-08-23,2022-08-23,606,Churned,151.77
352443,2017,1,151.70,2017-07-17,2017-07-17,2469,Churned,151.70
968229,2021,1,151.64,2021-07-17,2021-07-17,1008,Churned,151.64
105304,2022,1,151.43,2022-12-15,2022-12-15,492,Churned,151.43
10319,2022,1,151.39,2022-08-12,2022-08-12,617,Churned,151.39
1821690,2020,1,151.22,2020-02-26,2020-02-26,1515,Churned,151.22
1714754,2021,1,151.16,2021-05-24,2021-05-24,1062,Churned,151.16
1933480,2021,2,150.92,2021-11-10,2023-03-08,409,Churned,75.46
387997,2015,2,150.79,2015-04-22,2023-01-06,470,Churned,75.40
1867507,2022,1,150.63,2022-08-09,2022-08-09,620,Churned,150.63
1457576,2016,1,150.50,2016-07-13,2016-07-13,2838,Churned,150.50
1700591,2019,1,150.49,2019-02-02,2019-02-02,1904,Churned,150.49
1428726,2021,1,150.49,2021-10-09,2021-10-09,924,Churned,150.49
969016,2020,1,150.48,2020-05-19,2020-05-19,1432,Churned,150.48
1916890,2022,1,150.41,2022-09-11,2022-09-11,587,Churned,150.41
1244935,2023,1,150.41,2023-06-06,2023-06-06,319,Churned,150.41
1171121,2022,1,150.35,2022-02-28,2022-02-28,782,Churned,150.35
458326,2017,1,150.19,2017-10-17,2017-10-17,2377,Churned,150.19
1384324,2017,1,150.13,2017-05-09,2017-05-09,2538,Churned,150.13
787680,2019,1,150.11,2019-09-06,2019-09-06,1688,Churned,150.11
1506366,2019,1,150.10,2019-05-15,2019-05-15,1802,Churned,150.10
1826149,2019,2,149.99,2019-02-19,2021-03-20,1127,Churned,75.00
1355936,2022,1,149.99,2022-12-10,2022-12-10,497,Churned,149.99
592687,2021,1,149.96,2021-06-01,2021-06-01,1054,Churned,149.96
1445864,2018,1,149.94,2018-06-12,2018-06-12,2139,Churned,149.94
73099,2021,1,149.92,2021-08-06,2021-08-06,988,Churned,149.92
797961,2022,1,149.91,2022-08-14,2022-08-14,615,Churned,149.91
1042309,2021,1,149.87,2021-06-04,2021-06-04,1051,Churned,149.87
1975295,2018,2,149.86,2018-12-27,2020-02-29,1512,Churned,74.93
300372,2023,1,149.81,2023-08-24,2023-08-24,240,Churned,149.81
1130647,2016,1,149.80,2016-12-29,2016-12-29,2669,Churned,149.80
107872,2017,1,149.80,2017-11-15,2017-11-15,2348,Churned,149.80
1644840,2015,1,149.73,2015-11-21,2015-11-21,3073,Churned,149.73
1170057,2019,1,149.65,2019-06-20,2019-06-20,1766,Churned,149.65
115631,2022,1,149.28,2022-11-16,2022-11-16,521,Churned,149.28
31840,2022,1,149.17,2022-05-04,2022-05-04,717,Churned,149.17
1087589,2022,1,148.99,2022-05-06,2022-05-06,715,Churned,148.99
243,2016,1,148.90,2016-05-19,2016-05-19,2893,Churned,148.90
1963393,2019,1,148.84,2019-01-16,2019-01-16,1921,Churned,148.84
1842991,2023,1,148.51,2023-09-09,2023-09-09,224,Churned,148.51
1422480,2019,1,148.42,2019-12-05,2019-12-05,1598,Churned,148.42
803508,2018,2,148.38,2018-05-08,2023-02-24,421,Churned,74.19
436357,2016,1,148.24,2016-10-03,2016-10-03,2756,Churned,148.24
239847,2023,1,148.17,2023-05-13,2023-05-13,343,Churned,148.17
347941,2022,1,148.10,2022-07-16,2022-07-16,644,Churned,148.10
208066,2019,1,148.09,2019-11-28,2019-11-28,1605,Churned,148.09
1380774,2019,2,147.68,2019-11-23,2022-01-01,840,Churned,73.84
896185,2016,1,147.67,2016-12-20,2016-12-20,2678,Churned,147.67
491536,2016,2,147.65,2016-06-16,2023-10-19,184,Churned,73.83
1273146,2020,1,147.56,2020-02-18,2020-02-18,1523,Churned,147.56
964739,2015,1,147.49,2015-05-14,2015-05-14,3264,Churned,147.49
1175796,2023,1,147.40,2023-06-23,2023-06-23,302,Churned,147.40
2084874,2022,1,147.38,2022-03-08,2022-03-08,774,Churned,147.38
1658837,2020,1,147.25,2020-10-24,2020-10-24,1274,Churned,147.25
844334,2022,1,147.25,2022-11-25,2022-11-25,512,Churned,147.25
202525,2021,1,147.24,2021-05-15,2021-05-15,1071,Churned,147.24
380622,2023,1,147.17,2023-05-24,2023-05-24,332,Churned,147.17
1741256,2018,1,147.14,2018-10-20,2018-10-20,2009,Churned,147.14
579369,2019,1,147.12,2019-06-23,2019-06-23,1763,Churned,147.12
164807,2022,1,147.07,2022-07-14,2022-07-14,646,Churned,147.07
586549,2019,1,146.95,2019-06-29,2019-06-29,1757,Churned,146.95
237571,2021,1,146.95,2021-12-02,2021-12-02,870,Churned,146.95
1897806,2020,2,146.92,2020-05-07,2022-09-29,569,Churned,73.46
1296359,2019,1,146.83,2019-03-16,2019-03-16,1862,Churned,146.83
1891899,2022,1,146.78,2022-10-06,2022-10-06,562,Churned,146.78
1777052,2018,3,146.75,2018-08-10,2023-01-17,459,Churned,48.92
219934,2019,1,146.75,2019-08-23,2019-08-23,1702,Churned,146.75
2061717,2022,2,146.74,2022-05-26,2023-09-03,230,Churned,73.37
2062551,2015,1,146.71,2015-08-26,2015-08-26,3160,Churned,146.71
1268842,2022,1,146.70,2022-07-02,2022-07-02,658,Churned,146.70
763344,2018,1,146.64,2018-06-02,2018-06-02,2149,Churned,146.64
1986954,2022,1,146.62,2022-10-21,2022-10-21,547,Churned,146.62
931292,2023,1,146.49,2023-05-23,2023-05-23,333,Churned,146.49
1768377,2022,1,146.24,2022-05-27,2022-05-27,694,Churned,146.24
567962,2022,1,146.24,2022-01-05,2022-01-05,836,Churned,146.24
604430,2020,1,146.18,2020-04-22,2020-04-22,1459,Churned,146.18
425860,2023,1,146.04,2023-08-28,2023-08-28,236,Churned,146.04
2011710,2018,2,145.95,2018-07-18,2023-03-15,402,Churned,72.98
226365,2023,1,145.71,2023-08-25,2023-08-25,239,Churned,145.71
222762,2022,1,145.70,2022-01-03,2022-01-03,838,Churned,145.70
487218,2018,1,145.48,2018-12-27,2018-12-27,1941,Churned,145.48
815795,2023,1,145.40,2023-05-27,2023-05-27,329,Churned,145.40
200362,2016,1,145.37,2016-03-10,2016-03-10,2963,Churned,145.37
1054078,2019,1,145.34,2019-10-09,2019-10-09,1655,Churned,145.34
1159634,2022,1,145.32,2022-01-19,2022-01-19,822,Churned,145.32
1798761,2023,1,145.16,2023-03-08,2023-03-08,409,Churned,145.16
1067252,2018,1,145.13,2018-07-12,2018-07-12,2109,Churned,145.13
147112,2018,1,145.12,2018-02-28,2018-02-28,2243,Churned,145.12
2036262,2022,1,145.06,2022-07-04,2022-07-04,656,Churned,145.06
618803,2015,1,144.98,2015-11-11,2015-11-11,3083,Churned,144.98
940463,2020,1,144.96,2020-04-18,2020-04-18,1463,Churned,144.96
1320123,2022,1,144.82,2022-07-19,2022-07-19,641,Churned,144.82
1433128,2017,1,144.63,2017-03-01,2017-03-01,2607,Churned,144.63
1595627,2019,1,144.52,2019-04-22,2019-04-22,1825,Churned,144.52
221574,2022,1,144.44,2022-03-23,2022-03-23,759,Churned,144.44
860990,2017,1,144.37,2017-04-22,2017-04-22,2555,Churned,144.37
1951571,2020,1,144.37,2020-09-03,2020-09-03,1325,Churned,144.37
206513,2018,1,144.34,2018-08-31,2018-08-31,2059,Churned,144.34
696566,2016,1,144.33,2016-01-25,2016-01-25,3008,Churned,144.33
1321456,2018,1,144.25,2018-07-19,2018-07-19,2102,Churned,144.25
1859066,2019,1,144.17,2019-08-15,2019-08-15,1710,Churned,144.17
1910404,2017,1,143.99,2017-11-13,2017-11-13,2350,Churned,143.99
1572346,2019,1,143.99,2019-12-19,2019-12-19,1584,Churned,143.99
1770544,2022,1,143.96,2022-12-24,2022-12-24,483,Churned,143.96
1234462,2022,1,143.96,2022-12-03,2022-12-03,504,Churned,143.96
521318,2022,1,143.90,2022-08-29,2022-08-29,600,Churned,143.90
879889,2020,1,143.88,2020-03-03,2020-03-03,1509,Churned,143.88
97953,2018,1,143.80,2018-12-19,2018-12-19,1949,Churned,143.80
66014,2023,1,143.73,2023-06-28,2023-06-28,297,Churned,143.73
543591,2023,1,143.71,2023-07-26,2023-07-26,269,Churned,143.71
683038,2018,1,143.69,2018-07-19,2018-07-19,2102,Churned,143.69
659113,2021,1,143.67,2021-05-19,2021-05-19,1067,Churned,143.67
1249488,2019,1,143.53,2019-12-18,2019-12-18,1585,Churned,143.53
1597283,2018,1,143.48,2018-12-18,2018-12-18,1950,Churned,143.48
945725,2022,1,143.48,2022-02-18,2022-02-18,792,Churned,143.48
1779668,2022,1,143.40,2022-12-17,2022-12-17,490,Churned,143.40
108217,2020,1,143.31,2020-01-21,2020-01-21,1551,Churned,143.31
1101788,2022,1,143.31,2022-02-24,2022-02-24,786,Churned,143.31
347036,2022,1,143.28,2022-09-23,2022-09-23,575,Churned,143.28
1927300,2018,2,143.01,2018-02-01,2021-12-22,850,Churned,71.51
1046511,2021,2,142.98,2021-12-23,2022-08-13,616,Churned,71.49
973660,2021,1,142.97,2021-11-18,2021-11-18,884,Churned,142.97
1512857,2020,1,142.96,2020-03-14,2020-03-14,1498,Churned,142.96
1798227,2022,1,142.79,2022-09-23,2022-09-23,575,Churned,142.79
624338,2021,1,142.59,2021-10-23,2021-10-23,910,Churned,142.59
1292479,2021,1,142.59,2021-09-02,2021-09-02,961,Churned,142.59
1203809,2019,1,142.55,2019-04-11,2019-04-11,1836,Churned,142.55
1027803,2022,1,142.54,2022-02-26,2022-02-26,784,Churned,142.54
1639801,2018,1,142.52,2018-11-17,2018-11-17,1981,Churned,142.52
2055065,2018,1,142.48,2018-03-14,2018-03-14,2229,Churned,142.48
96502,2022,1,142.48,2022-07-03,2022-07-03,657,Churned,142.48
455073,2023,1,142.40,2023-04-26,2023-04-26,360,Churned,142.40
1614283,2022,1,142.39,2022-07-19,2022-07-19,641,Churned,142.39
1289047,2023,2,142.36,2023-01-27,2024-04-05,15,Active,71.18
180390,2022,1,142.24,2022-10-01,2022-10-01,567,Churned,142.24
1367207,2023,2,142.14,2023-01-31,2023-07-07,288,Churned,71.07
1844201,2018,1,142.04,2018-09-17,2018-09-17,2042,Churned,142.04
286826,2017,1,141.99,2017-12-14,2017-12-14,2319,Churned,141.99
729254,2019,1,141.83,2019-02-06,2019-02-06,1900,Churned,141.83
699298,2023,1,141.82,2023-02-14,2023-02-14,431,Churned,141.82
1724632,2023,1,141.70,2023-05-25,2023-05-25,331,Churned,141.70
2003318,2022,1,141.67,2022-03-12,2022-03-12,770,Churned,141.67
1170789,2023,1,141.59,2023-04-27,2023-04-27,359,Churned,141.59
1572016,2022,1,141.54,2022-12-12,2022-12-12,495,Churned,141.54
1142743,2022,1,141.31,2022-11-12,2022-11-12,525,Churned,141.31
2017060,2019,1,141.08,2019-02-08,2019-02-08,1898,Churned,141.08
2028510,2022,1,141.07,2022-01-15,2022-01-15,826,Churned,141.07
1851099,2022,1,141.04,2022-09-21,2022-09-21,577,Churned,141.04
1711262,2016,1,140.99,2016-02-18,2016-02-18,2984,Churned,140.99
2088160,2018,2,140.97,2018-11-10,2023-02-21,424,Churned,70.49
388862,2021,1,140.97,2021-12-21,2021-12-21,851,Churned,140.97
2085266,2017,1,140.93,2017-07-04,2017-07-04,2482,Churned,140.93
1986025,2019,1,140.93,2019-09-27,2019-09-27,1667,Churned,140.93
429861,2016,1,140.64,2016-08-31,2016-08-31,2789,Churned,140.64
1993664,2022,1,140.55,2022-12-01,2022-12-01,506,Churned,140.55
1867044,2020,1,140.40,2020-02-10,2020-02-10,1531,Churned,140.40
1645186,2020,1,140.40,2020-03-18,2020-03-18,1494,Churned,140.40
1367421,2021,1,140.40,2021-02-20,2021-02-20,1155,Churned,140.40
1464126,2023,1,140.40,2023-03-11,2023-03-11,406,Churned,140.40
1124258,2021,1,140.35,2021-01-11,2021-01-11,1195,Churned,140.35
1925728,2022,1,140.32,2022-01-13,2022-01-13,828,Churned,140.32
203535,2018,1,140.24,2018-01-12,2018-01-12,2290,Churned,140.24
1637429,2017,2,140.17,2017-06-21,2023-12-13,129,At Risk,70.09
203759,2023,1,140.12,2023-02-15,2023-02-15,430,Churned,140.12
1557288,2020,1,140.10,2020-01-04,2020-01-04,1568,Churned,140.10
837821,2023,1,140.09,2023-06-10,2023-06-10,315,Churned,140.09
390907,2018,1,140.03,2018-02-14,2018-02-14,2257,Churned,140.03
604267,2022,1,140.01,2022-11-27,2022-11-27,510,Churned,140.01
1784733,2019,1,139.98,2019-06-05,2019-06-05,1781,Churned,139.98
1336281,2021,1,139.97,2021-09-22,2021-09-22,941,Churned,139.97
1866082,2022,1,139.95,2022-02-19,2022-02-19,791,Churned,139.95
69042,2019,1,139.80,2019-08-26,2019-08-26,1699,Churned,139.80
796376,2019,1,139.76,2019-05-01,2019-05-01,1816,Churned,139.76
1302748,2021,1,139.73,2021-07-13,2021-07-13,1012,Churned,139.73
144192,2022,1,139.64,2022-07-11,2022-07-11,649,Churned,139.64
1238111,2015,2,139.60,2015-12-15,2023-05-12,344,Churned,69.80
1872142,2015,1,139.55,2015-04-25,2015-04-25,3283,Churned,139.55
1112962,2022,1,139.33,2022-07-04,2022-07-04,656,Churned,139.33
1147763,2021,1,139.28,2021-08-07,2021-08-07,987,Churned,139.28
795876,2022,1,139.26,2022-05-14,2022-05-14,707,Churned,139.26
634040,2016,1,139.23,2016-11-01,2016-11-01,2727,Churned,139.23
367030,2016,3,139.11,2016-01-14,2019-05-01,1816,Churned,46.37
2069411,2017,1,139.09,2017-12-14,2017-12-14,2319,Churned,139.09
1001535,2022,1,139.05,2022-10-24,2022-10-24,544,Churned,139.05
1529621,2022,1,139.00,2022-12-03,2022-12-03,504,Churned,139.00
563739,2017,1,138.87,2017-09-14,2017-09-14,2410,Churned,138.87
1989588,2023,1,138.84,2023-09-09,2023-09-09,224,Churned,138.84
1288024,2021,1,138.73,2021-12-14,2021-12-14,858,Churned,138.73
89320,2023,1,138.68,2023-05-15,2023-05-15,341,Churned,138.68
